Date	Time	Severity	PID	TID	Function	Message
30-06-2025	22:39:21.170	 INFO	 25892	 34140	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:39:21.172	 INFO	 25892	 34140	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:39:21.174	 INFO	 25892	 34140	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:39:21.176	 INFO	 25892	 34140	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:39:21.179	 INFO	 25892	 34140	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:39:21.182	 INFO	 25892	 34140	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:39:21.184	 INFO	 25892	 34140	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:39:21.186	 INFO	 25892	 34140	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:39:21.188	 INFO	 25892	 34140	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:39:23.603	ERROR	 33664	 32256	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813"
30-06-2025	22:39:23.605	 INFO	 33664	 32256	LateInitialization	"Exe = C:\Users\praveen.kumar\AppData\Local\Programs\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 88962703
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
30-06-2025	22:39:23.607	 INFO	 33664	 32256	LateInitialization	"Intialization finished"
30-06-2025	22:39:23.682	 INFO	 31568	 10080	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:39:23.690	 INFO	 31568	 10080	DllMain	"PROCESS ATTACHED"
30-06-2025	22:39:23.692	 INFO	 31568	 30136	LateInitialization	"Intialization..."
30-06-2025	22:39:23.696	 INFO	 31568	 30136	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:39:23.699	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:39:23.701	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:39:23.704	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:39:23.707	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:39:23.711	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:39:23.715	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:39:23.718	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:39:23.720	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:39:23.723	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:39:23.726	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:39:23.731	 INFO	 31568	 30136	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:39:24.884	 INFO	 20564	 21000	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:39:24.892	 INFO	 20564	 21000	DllMain	"PROCESS ATTACHED"
30-06-2025	22:39:24.894	 INFO	 20564	 32100	LateInitialization	"Intialization..."
30-06-2025	22:39:24.897	 INFO	 20564	 32100	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:39:24.901	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:39:24.905	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:39:24.907	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:39:24.910	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:39:24.913	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:39:24.915	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:39:24.917	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:39:24.919	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:39:24.921	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:39:24.923	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:39:24.925	 INFO	 20564	 32100	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:39:25.018	 INFO	 28504	 15304	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:39:25.024	 INFO	 28504	 15304	DllMain	"PROCESS ATTACHED"
30-06-2025	22:39:25.025	 INFO	 28504	 20216	LateInitialization	"Intialization..."
30-06-2025	22:39:25.027	 INFO	 28504	 20216	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:39:25.029	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:39:25.047	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:39:25.054	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:39:25.059	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:39:25.062	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:39:25.065	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:39:25.068	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:39:25.070	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:39:25.072	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:39:25.075	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:39:25.077	 INFO	 28504	 20216	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:39:52.545	 INFO	 30612	 20280	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:39:52.551	 INFO	 30612	 20280	DllMain	"PROCESS ATTACHED"
30-06-2025	22:39:52.554	 INFO	 30612	 32224	LateInitialization	"Intialization..."
30-06-2025	22:39:52.557	 INFO	 30612	 32224	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:39:52.562	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:39:52.564	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:39:52.566	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:39:52.569	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:39:52.571	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:39:52.574	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:39:52.576	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:39:52.578	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:39:52.580	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:39:52.583	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:39:52.585	 INFO	 30612	 32224	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:39:52.680	 INFO	 29512	 23228	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:39:52.686	 INFO	 29512	 23228	DllMain	"PROCESS ATTACHED"
30-06-2025	22:39:52.688	 INFO	 29512	  5944	LateInitialization	"Intialization..."
30-06-2025	22:39:52.690	 INFO	 29512	  5944	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:39:52.694	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:39:52.696	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:39:52.700	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:39:52.703	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:39:52.705	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:39:52.708	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:39:52.713	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:39:52.718	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:39:52.721	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:39:52.724	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:39:52.728	 INFO	 29512	  5944	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:40:01.729	 INFO	 27636	 27904	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:40:01.736	 INFO	 27636	 27904	DllMain	"PROCESS ATTACHED"
30-06-2025	22:40:01.739	 INFO	 27636	 23080	LateInitialization	"Intialization..."
30-06-2025	22:40:01.741	 INFO	 27636	 23080	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:40:01.744	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:40:01.746	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:40:01.748	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:40:01.751	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:40:01.753	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:40:01.755	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:40:01.759	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:40:01.761	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:40:01.765	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:40:01.768	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:40:01.770	 INFO	 27636	 23080	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:40:01.891	 INFO	 34812	  1396	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:40:01.898	 INFO	 34812	  1396	DllMain	"PROCESS ATTACHED"
30-06-2025	22:40:01.899	 INFO	 34812	 22276	LateInitialization	"Intialization..."
30-06-2025	22:40:01.901	 INFO	 34812	 22276	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:40:01.904	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:40:01.907	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:40:01.910	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:40:01.912	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:40:01.915	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:40:01.917	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:40:01.920	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:40:01.923	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:40:01.926	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:40:01.928	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:40:01.930	 INFO	 34812	 22276	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:40:06.176	 INFO	 18604	 24164	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:40:06.186	 INFO	 18604	 24164	DllMain	"PROCESS ATTACHED"
30-06-2025	22:40:06.188	 INFO	 18604	 34008	LateInitialization	"Intialization..."
30-06-2025	22:40:06.193	 INFO	 18604	 34008	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:40:06.207	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:40:06.210	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:40:06.213	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:40:06.216	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:40:06.219	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:40:06.222	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:40:06.226	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:40:06.229	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:40:06.232	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:40:06.234	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:40:06.239	 INFO	 18604	 34008	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:40:06.393	 INFO	 22104	 10324	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:40:06.400	 INFO	 22104	 10324	DllMain	"PROCESS ATTACHED"
30-06-2025	22:40:06.402	 INFO	 22104	  9672	LateInitialization	"Intialization..."
30-06-2025	22:40:06.406	 INFO	 22104	  9672	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:40:06.409	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:40:06.413	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:40:06.416	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:40:06.419	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:40:06.427	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:40:06.429	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:40:06.432	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:40:06.436	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:40:06.438	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:40:06.441	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:40:06.445	 INFO	 22104	  9672	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:40:06.553	 INFO	 31096	 19988	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:40:06.565	 INFO	 31096	 19988	DllMain	"PROCESS ATTACHED"
30-06-2025	22:40:06.574	 INFO	 31096	 16508	LateInitialization	"Intialization..."
30-06-2025	22:40:50.470	 INFO	 29936	  5156	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:40:50.475	 INFO	 29936	  5156	DllMain	"PROCESS ATTACHED"
30-06-2025	22:40:50.477	 INFO	 29936	 15588	LateInitialization	"Intialization..."
30-06-2025	22:40:50.479	 INFO	 29936	 15588	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:40:50.482	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:40:50.485	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:40:50.487	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:40:50.490	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:40:50.492	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:40:50.494	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:40:50.496	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:40:50.498	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:40:50.500	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:40:50.502	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:40:50.504	 INFO	 29936	 15588	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:40:51.952	 INFO	 27372	  3840	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:40:51.963	 INFO	 27372	  3840	DllMain	"PROCESS ATTACHED"
30-06-2025	22:40:51.968	 INFO	 27372	 19912	LateInitialization	"Intialization..."
30-06-2025	22:40:51.971	 INFO	 27372	 19912	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:40:51.975	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:40:51.980	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:40:51.983	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:40:51.986	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:40:51.988	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:40:51.991	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:40:51.993	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:40:51.996	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:40:51.999	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:40:52.002	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:40:52.004	 INFO	 27372	 19912	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:40:52.101	 INFO	 31636	 30848	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:40:52.107	 INFO	 31636	 30848	DllMain	"PROCESS ATTACHED"
30-06-2025	22:40:52.109	 INFO	 31636	 16924	LateInitialization	"Intialization..."
30-06-2025	22:40:52.111	 INFO	 31636	 16924	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:40:52.115	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:40:52.117	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:40:52.119	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:40:52.121	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:40:52.123	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:40:52.125	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:40:52.127	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:40:52.129	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:40:52.131	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:40:52.133	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:40:52.135	 INFO	 31636	 16924	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:41:17.782	 INFO	 33852	 14376	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:41:17.790	 INFO	 33852	 14376	DllMain	"PROCESS ATTACHED"
30-06-2025	22:41:17.793	 INFO	 33852	 17088	LateInitialization	"Intialization..."
30-06-2025	22:41:17.795	 INFO	 33852	 17088	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:41:17.799	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:41:17.803	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:41:17.805	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:41:17.807	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:41:17.810	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:41:17.812	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:41:17.814	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:41:17.816	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:41:17.819	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:41:17.821	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:41:17.823	 INFO	 33852	 17088	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:41:19.017	 INFO	 13620	 24476	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:41:19.026	 INFO	 13620	 24476	DllMain	"PROCESS ATTACHED"
30-06-2025	22:41:19.030	 INFO	 13620	 30016	LateInitialization	"Intialization..."
30-06-2025	22:41:19.033	 INFO	 13620	 30016	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:41:19.038	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:41:19.041	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:41:19.044	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:41:19.047	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:41:19.052	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:41:19.056	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:41:19.061	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:41:19.065	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:41:19.068	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:41:19.071	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:41:19.074	 INFO	 13620	 30016	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:41:19.165	 INFO	 18828	 26456	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:41:19.172	 INFO	 18828	 26456	DllMain	"PROCESS ATTACHED"
30-06-2025	22:41:19.175	 INFO	 18828	 13180	LateInitialization	"Intialization..."
30-06-2025	22:41:19.178	 INFO	 18828	 13180	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:41:19.182	 INFO	 18828	 13180	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:41:19.184	 INFO	 18828	 13180	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:41:19.187	 INFO	 18828	 13180	LoadDisplayDevicesName	"\\.\DISPLAY3"
